Round,Date,Time,League,"Home Team",H,A,"Away Team",Status,Venue
3,17/04/2026,19:00,O45B,"MIRA O45B-2",1,2,"MART O45B",PLAYED,"Seymour Shaw 2"
3,19/04/2026,11:40,O45B,"GEOR O45B",4,1,"GPOI O45B",PLAYED,"Oyster Bay 2"
4,26/04/2026,-,O45B,BYE,-,0,"GEOR O45B",PLAYED,-
4,26/04/2026,13:20,O45B,"COMO O45B",2,4,"BOSC O45B",PLAYED,"Jannali 2"
4,26/04/2026,10:00,O45B,"MART O45B",2,6,"BBAY O45B",PLAYED,"Kingswood Road 1"
4,24/04/2026,19:00,O45B,"MIRA O45B-1",3,3,"MIRA O45B-2",PLAYED,"Seymour Shaw 2"
4,26/04/2026,11:30,O45B,"GPOI O45B",1,2,"LIPI O45B",PLAYED,"Grays Point Oval 1"
5,03/05/2026,09:40,O45B,"BBAY O45B",1,3,"MIRA O45B-1",PLAYED,"Lakewood 1"
5,03/05/2026,11:40,O45B,"BOSC O45B",2,0,"MART O45B",PLAYED,"Woronora Heights 1"
5,03/05/2026,-,O45B,BYE,-,0,"COMO O45B",PLAYED,-
5,01/05/2026,19:00,O45B,"MIRA O45B-2",1,1,"GPOI O45B",PLAYED,"Seymour Shaw 2"
5,03/05/2026,10:00,O45B,"GEOR O45B",4,1,"LIPI O45B",PLAYED,"Oyster Bay 1"
6,10/05/2026,10:00,O45B,"COMO O45B",0,2,"GEOR O45B",PLAYED,"Jannali 1"
6,10/05/2026,-,O45B,"MART O45B",0,-,BYE,PLAYED,-
6,08/05/2026,19:00,O45B,"MIRA O45B-1",8,1,"BOSC O45B",PLAYED,"Seymour Shaw 2"
6,10/05/2026,11:40,O45B,"GPOI O45B",0,5,"BBAY O45B",PLAYED,"Grays Point Oval 1"
6,10/05/2026,09:40,O45B,"LIPI O45B",3,3,"MIRA O45B-2",PLAYED,"Lilli Pilli Oval"
7,17/05/2026,11:20,O45B,"BBAY O45B",4,0,"LIPI O45B",PLAYED,"Ridge 10"
7,17/05/2026,11:40,O45B,"BOSC O45B",3,0,"GPOI O45B","<span class='text-red-600'>FORFEITED</span>","Woronora Heights 1"
7,17/05/2026,-,O45B,BYE,-,0,"MIRA O45B-1",PLAYED,-
7,17/05/2026,13:20,O45B,"COMO O45B",0,3,"MART O45B",PLAYED,"Jannali 2"
7,17/05/2026,11:40,O45B,"GEOR O45B",8,0,"MIRA O45B-2",PLAYED,"Oyster Bay 2"
8,24/05/2026,10:00,O45B,"MART O45B",0,2,"GEOR O45B",PLAYED,"Kingswood Road 1"
8,22/05/2026,19:00,O45B,"MIRA O45B-1",3,0,"COMO O45B","<span class='text-red-600'>FORFEITED</span>","Seymour Shaw 2"
8,24/05/2026,-,O45B,"GPOI O45B",0,-,BYE,PLAYED,-
8,24/05/2026,08:00,O45B,"LIPI O45B",4,2,"BOSC O45B",PLAYED,"Lilli Pilli Oval"
8,24/05/2026,11:20,O45B,"MIRA O45B-2",0,3,"BBAY O45B","<span class='text-red-600'>FORFEITED</span>","Seymour Shaw 2"
9,21/06/2026,09:40,O45B,"BBAY O45B",-,-,"GEOR O45B",PUBLISHED,"Lakewood 1"
9,21/06/2026,11:40,O45B,"BOSC O45B",-,-,"MIRA O45B-2",PUBLISHED,"Woronora Heights 1"
9,21/06/2026,-,O45B,BYE,-,-,"LIPI O45B",PUBLISHED,-
9,21/06/2026,08:20,O45B,"COMO O45B",-,-,"GPOI O45B",PUBLISHED,"Jannali 1"
9,21/06/2026,10:00,O45B,"MART O45B",-,-,"MIRA O45B-1",PUBLISHED,"Kingswood Road 1"
10,07/06/2026,15:00,O45B,"BOSC O45B",2,6,"BBAY O45B",PLAYED,"Woronora Heights 2"
10,07/06/2026,10:00,O45B,"MART O45B",2,2,"GPOI O45B",PLAYED,"Kingswood Road 1"
10,07/06/2026,11:40,O45B,"COMO O45B",2,2,"LIPI O45B",PLAYED,"Jannali 1"
10,07/06/2026,-,O45B,BYE,-,0,"MIRA O45B-2",PLAYED,-
10,06/06/2026,18:00,O45B,"MIRA O45B-1",3,0,"GEOR O45B",PLAYED,"Seymour Shaw 2"
11,14/06/2026,08:00,O45B,"GEOR O45B",2,3,"BOSC O45B",PLAYED,"Ridge 9"
11,14/06/2026,-,O45B,"BBAY O45B",0,-,BYE,PLAYED,-
11,12/06/2026,19:00,O45B,"MIRA O45B-2",0,3,"COMO O45B",PLAYED,"Seymour Shaw 2"
11,14/06/2026,08:00,O45B,"LIPI O45B",4,0,"MART O45B",PLAYED,"Lilli Pilli Oval"
11,14/06/2026,09:40,O45B,"GPOI O45B",0,2,"MIRA O45B-1",PLAYED,"Grays Point Oval 2"
12,28/06/2026,11:40,O45B,"COMO O45B",-,-,"BBAY O45B",PUBLISHED,"Jannali 1"
12,28/06/2026,-,O45B,BYE,-,-,"BOSC O45B",PUBLISHED,-
12,26/06/2026,19:00,O45B,"MIRA O45B-1",-,-,"LIPI O45B",PUBLISHED,"Seymour Shaw 2"
12,28/06/2026,11:40,O45B,"MART O45B",-,-,"MIRA O45B-2",PUBLISHED,"Kingswood Road 1"
12,28/06/2026,11:40,O45B,"GPOI O45B",-,-,"GEOR O45B",PUBLISHED,"Grays Point Oval 1"
13,05/07/2026,-,O45B,"GEOR O45B",-,-,BYE,PUBLISHED,-
13,05/07/2026,13:20,O45B,"BOSC O45B",-,-,"COMO O45B",PUBLISHED,"Woronora Heights 2"
13,05/07/2026,13:00,O45B,"BBAY O45B",-,-,"MART O45B",PUBLISHED,"Ridge 10"
13,05/07/2026,11:20,O45B,"MIRA O45B-2",-,-,"MIRA O45B-1",PUBLISHED,"Seymour Shaw 2"
13,05/07/2026,09:40,O45B,"LIPI O45B",-,-,"GPOI O45B",PUBLISHED,"Greenhills 1"
14,12/07/2026,08:00,O45B,"MIRA O45B-1",-,-,"BBAY O45B",PUBLISHED,"Seymour Shaw 2"
14,12/07/2026,11:20,O45B,"MART O45B",-,-,"BOSC O45B",PUBLISHED,"Kingswood Road 1"
14,12/07/2026,-,O45B,"COMO O45B",-,-,BYE,PUBLISHED,-
14,12/07/2026,10:00,O45B,"GPOI O45B",-,-,"MIRA O45B-2",PUBLISHED,"Grays Point Oval 1"
14,12/07/2026,09:40,O45B,"LIPI O45B",-,-,"GEOR O45B",PUBLISHED,"Lilli Pilli Oval"
1,29/03/2026,10:00,U21C,"MART U21C",2,2,"BBAY U21C-1",PLAYED,"Kingswood Road 1"
1,29/03/2026,09:40,U21C,"BBAY U21C-2",0,6,"GWAB U21C",PLAYED,"Ridge 10"
1,29/03/2026,11:30,U21C,"GPOI U21C",2,6,"KIRR U21C",PLAYED,"Grays Point Oval 1"
1,29/03/2026,10:00,U21C,"HEAT U21C",4,2,"NCAR U21C",PLAYED,"Heathcote 2"
1,29/03/2026,11:20,U21C,"LIPI U21C",6,2,"GYME U21C",PLAYED,"Greenhills 1"
2,12/04/2026,08:00,U21C,"BBAY U21C-1",4,4,"LIPI U21C",PLAYED,"Lakewood 1"
2,12/04/2026,13:10,U21C,"NCAR U21C",0,2,"MART U21C",PLAYED,"North Caringbah Oval"
2,12/04/2026,10:00,U21C,"KIRR U21C",2,1,"HEAT U21C",PLAYED,"Kareela 4"
2,12/04/2026,10:00,U21C,"GWAB U21C",2,3,"GPOI U21C",PLAYED,"Graham Arnold Oval"
2,12/04/2026,10:00,U21C,"GYME U21C",1,1,"BBAY U21C-2",PLAYED,"Gymea Bay 1"
3,19/04/2026,08:20,U21C,"MART U21C",0,0,"KIRR U21C",PLAYED,"Kingswood Road 1"
3,19/04/2026,08:20,U21C,"BBAY U21C-1",1,1,"NCAR U21C",PLAYED,"Ridge 10"
3,19/04/2026,08:20,U21C,"GPOI U21C",1,0,"GYME U21C",PLAYED,"Grays Point Oval 1"
3,19/04/2026,10:00,U21C,"HEAT U21C",0,1,"GWAB U21C",PLAYED,"Heathcote 2"
3,19/04/2026,09:40,U21C,"LIPI U21C",4,3,"BBAY U21C-2",PLAYED,"Greenhills 1"
4,26/04/2026,11:40,U21C,"NCAR U21C",5,2,"LIPI U21C",PLAYED,"Box Road 3"
4,26/04/2026,11:40,U21C,"KIRR U21C",2,2,"BBAY U21C-1",PLAYED,"Kareela 4"
4,26/04/2026,10:00,U21C,"GWAB U21C",3,2,"MART U21C",PLAYED,"Graham Arnold Oval"
4,26/04/2026,10:00,U21C,"GYME U21C",3,0,"HEAT U21C",PLAYED,"Gymea Bay 2"
4,26/04/2026,08:00,U21C,"BBAY U21C-2",1,4,"GPOI U21C",PLAYED,"Lakewood 1"
5,03/05/2026,10:00,U21C,"MART U21C",1,0,"GYME U21C",PLAYED,"Kingswood Road 1"
5,03/05/2026,08:00,U21C,"BBAY U21C-1",1,0,"GWAB U21C",PLAYED,"Lakewood 1"
5,03/05/2026,11:30,U21C,"NCAR U21C",2,3,"KIRR U21C",PLAYED,"North Caringbah Oval"
5,03/05/2026,11:30,U21C,"HEAT U21C",2,1,"BBAY U21C-2",PLAYED,"Heathcote 2"
5,03/05/2026,08:00,U21C,"LIPI U21C",1,0,"GPOI U21C",PLAYED,"Greenhills 1"
6,10/05/2026,10:00,U21C,"KIRR U21C",1,1,"LIPI U21C",PLAYED,"Kareela 4"
6,10/05/2026,10:00,U21C,"GWAB U21C",1,4,"NCAR U21C",PLAYED,"Graham Arnold Oval"
6,10/05/2026,13:20,U21C,"GYME U21C",3,2,"BBAY U21C-1",PLAYED,"Gymea Bay 2"
6,10/05/2026,08:20,U21C,"BBAY U21C-2",2,4,"MART U21C",PLAYED,"Ridge 10"
6,10/05/2026,10:00,U21C,"GPOI U21C",1,0,"HEAT U21C",PLAYED,"Grays Point Oval 1"
7,17/05/2026,13:20,U21C,"MART U21C",0,1,"GPOI U21C",PLAYED,"Kingswood Road 1"
7,17/05/2026,09:40,U21C,"BBAY U21C-1",6,0,"BBAY U21C-2",PLAYED,"Ridge 10"
7,17/05/2026,13:10,U21C,"NCAR U21C",1,2,"GYME U21C",PLAYED,"North Caringbah Oval"
7,17/05/2026,11:40,U21C,"KIRR U21C",4,2,"GWAB U21C",PLAYED,"Kareela 2"
7,17/05/2026,09:40,U21C,"LIPI U21C",4,0,"HEAT U21C",PLAYED,"Greenhills 1"
8,24/05/2026,11:40,U21C,"GWAB U21C",0,4,"LIPI U21C",PLAYED,"Graham Arnold Oval"
8,24/05/2026,10:00,U21C,"GYME U21C",0,5,"KIRR U21C",PLAYED,"Kareela 2"
8,24/05/2026,08:00,U21C,"BBAY U21C-2",3,5,"NCAR U21C",PLAYED,"Ridge 9"
8,24/05/2026,08:20,U21C,"GPOI U21C",1,1,"BBAY U21C-1",PLAYED,"Grays Point Oval 1"
8,24/05/2026,10:00,U21C,"HEAT U21C",3,3,"MART U21C",PLAYED,"Heathcote 2"
9,21/06/2026,13:20,U21C,"MART U21C",-,-,"LIPI U21C",PUBLISHED,"Kareela 2"
9,21/06/2026,08:00,U21C,"BBAY U21C-1",-,-,"HEAT U21C",PUBLISHED,"Lakewood 1"
9,21/06/2026,10:00,U21C,"NCAR U21C",-,-,"GPOI U21C",PUBLISHED,"Tonkin Oval"
9,21/06/2026,08:20,U21C,"KIRR U21C",-,-,"BBAY U21C-2",PUBLISHED,"Kareela 3"
9,21/06/2026,10:00,U21C,"GWAB U21C",-,-,"GYME U21C",PUBLISHED,"Graham Arnold Oval"
10,07/06/2026,09:40,U21C,"BBAY U21C-1",1,3,"MART U21C",PLAYED,"Ridge 10"
10,07/06/2026,11:40,U21C,"GWAB U21C",5,2,"BBAY U21C-2",PLAYED,"Graham Arnold Oval"
10,07/06/2026,08:20,U21C,"KIRR U21C",1,1,"GPOI U21C",PLAYED,"Kareela 4"
10,07/06/2026,11:30,U21C,"NCAR U21C",6,0,"HEAT U21C",PLAYED,"North Caringbah Oval"
10,07/06/2026,13:20,U21C,"GYME U21C",2,2,"LIPI U21C",PLAYED,"Gymea Bay 2"
11,14/06/2026,11:20,U21C,"LIPI U21C",0,1,"BBAY U21C-1",PLAYED,"Lilli Pilli Oval"
11,14/06/2026,11:20,U21C,"MART U21C",4,2,"NCAR U21C",PLAYED,"Kingswood Road 1"
11,14/06/2026,08:00,U21C,"HEAT U21C",2,1,"KIRR U21C",PLAYED,"Heathcote 2"
11,14/06/2026,11:20,U21C,"GPOI U21C",2,2,"GWAB U21C",PLAYED,"Grays Point Oval 2"
11,14/06/2026,09:40,U21C,"BBAY U21C-2",1,14,"GYME U21C",PLAYED,"Ridge 3"
12,28/06/2026,15:00,U21C,"KIRR U21C",-,-,"MART U21C",PUBLISHED,"Kareela 4"
12,28/06/2026,11:40,U21C,"NCAR U21C",-,-,"BBAY U21C-1",PUBLISHED,"Tonkin Oval"
12,28/06/2026,10:00,U21C,"GYME U21C",-,-,"GPOI U21C",PUBLISHED,"Kareela 2"
12,28/06/2026,10:00,U21C,"GWAB U21C",-,-,"HEAT U21C",PUBLISHED,"Graham Arnold Oval"
12,28/06/2026,11:40,U21C,"BBAY U21C-2",-,-,"LIPI U21C",PUBLISHED,"Ridge 10"
13,05/07/2026,14:40,U21C,"LIPI U21C",-,-,"NCAR U21C",PUBLISHED,"Lilli Pilli Oval"
13,05/07/2026,08:00,U21C,"BBAY U21C-1",-,-,"KIRR U21C",PUBLISHED,"Lakewood 1"
13,05/07/2026,10:00,U21C,"MART U21C",-,-,"GWAB U21C",PUBLISHED,"Kingswood Road 1"
13,05/07/2026,10:00,U21C,"HEAT U21C",-,-,"GYME U21C",PUBLISHED,"Heathcote 2"
13,05/07/2026,11:40,U21C,"GPOI U21C",-,-,"BBAY U21C-2",PUBLISHED,"Grays Point Oval 2"
14,12/07/2026,11:40,U21C,"GYME U21C",-,-,"MART U21C",PUBLISHED,"Kareela 2"
14,12/07/2026,10:00,U21C,"GWAB U21C",-,-,"BBAY U21C-1",PUBLISHED,"Box Road 3"
14,12/07/2026,13:20,U21C,"KIRR U21C",-,-,"NCAR U21C",PUBLISHED,"Kareela 3"
14,12/07/2026,08:20,U21C,"BBAY U21C-2",-,-,"HEAT U21C",PUBLISHED,"Ridge 10"
14,12/07/2026,13:20,U21C,"GPOI U21C",-,-,"LIPI U21C",PUBLISHED,"Grays Point Oval 1"
1,29/03/2026,16:40,O35B,"GEOR O35B",1,0,"GPOI O35B",PLAYED,"Kareela 3"
1,29/03/2026,13:00,O35B,"MENA O35B",4,4,"MIRA O35B-1",PLAYED,"Buckle 2"
1,29/03/2026,09:40,O35B,"MIRA O35B-2",2,1,"STPA O35B",PLAYED,"Seymour Shaw 2"
1,29/03/2026,11:30,O35B,"NCAR O35B",3,4,"KIRR O35B",PLAYED,"North Caringbah Oval"
2,12/04/2026,13:10,O35B,"GPOI O35B",7,1,"NCAR O35B",PLAYED,"Grays Point Oval 1"
2,12/04/2026,14:40,O35B,"STPA O35B",0,7,"GEOR O35B",PLAYED,"Forest Road"
2,12/04/2026,11:20,O35B,"MIRA O35B-1",2,2,"MIRA O35B-2",PLAYED,"Seymour Shaw 2"
2,12/04/2026,10:00,O35B,"KIRR O35B",2,1,"MENA O35B",PLAYED,"Kareela 3"
3,19/04/2026,15:00,O35B,"GEOR O35B",2,3,"MIRA O35B-1",PLAYED,"Oyster Bay 1"
3,19/04/2026,13:20,O35B,"GPOI O35B",2,0,"STPA O35B",PLAYED,"Grays Point Oval 1"
3,19/04/2026,09:40,O35B,"MIRA O35B-2",3,0,"KIRR O35B",PLAYED,"Seymour Shaw 2"
3,19/04/2026,11:30,O35B,"NCAR O35B",9,2,"MENA O35B",PLAYED,"North Caringbah Oval"
4,26/04/2026,13:10,O35B,"STPA O35B",2,2,"NCAR O35B",PLAYED,"Forest Road"
4,26/04/2026,11:20,O35B,"MIRA O35B-1",5,3,"GPOI O35B",PLAYED,"Seymour Shaw 2"
4,26/04/2026,11:40,O35B,"KIRR O35B",2,3,"GEOR O35B",PLAYED,"Kareela 3"
4,26/04/2026,11:20,O35B,"MENA O35B",4,5,"MIRA O35B-2",PLAYED,"Buckle 2"
5,03/05/2026,15:00,O35B,"GEOR O35B",5,1,"MENA O35B",PLAYED,"Oyster Bay 1"
5,03/05/2026,13:20,O35B,"GPOI O35B",7,1,"KIRR O35B",PLAYED,"Grays Point Oval 1"
5,03/05/2026,11:40,O35B,"STPA O35B",4,4,"MIRA O35B-1",PLAYED,"Forest Road"
5,03/05/2026,09:50,O35B,"NCAR O35B",3,0,"MIRA O35B-2",PLAYED,"North Caringbah Oval"
6,08/05/2026,20:00,O35B,"MIRA O35B-1",6,1,"NCAR O35B",PLAYED,"Kareela 2"
6,10/05/2026,11:40,O35B,"KIRR O35B",3,5,"STPA O35B",PLAYED,"Kareela 3"
6,10/05/2026,11:20,O35B,"MENA O35B",0,6,"GPOI O35B",PLAYED,"Buckle 2"
6,08/05/2026,18:15,O35B,"MIRA O35B-2",0,1,"GEOR O35B",PLAYED,"Kareela 2"
7,17/05/2026,15:00,O35B,"GEOR O35B",4,2,"NCAR O35B",PLAYED,"Oyster Bay 2"
7,17/05/2026,13:20,O35B,"GPOI O35B",6,1,"MIRA O35B-2",PLAYED,"Grays Point Oval 1"
7,17/05/2026,13:00,O35B,"STPA O35B",4,2,"MENA O35B",PLAYED,"Forest Road"
7,15/05/2026,19:00,O35B,"MIRA O35B-1",7,3,"KIRR O35B",PLAYED,"Seymour Shaw 2"
8,24/05/2026,11:40,O35B,"GPOI O35B",1,2,"GEOR O35B",PLAYED,"Grays Point Oval 1"
8,24/05/2026,13:00,O35B,"MIRA O35B-1",3,1,"MENA O35B",PLAYED,"Seymour Shaw 2"
8,24/05/2026,13:10,O35B,"STPA O35B",1,2,"MIRA O35B-2",PLAYED,"Forest Road"
8,24/05/2026,13:20,O35B,"KIRR O35B",3,1,"NCAR O35B",PLAYED,"Kareela 3"
9,21/06/2026,13:10,O35B,"NCAR O35B",-,-,"GPOI O35B",PUBLISHED,"North Caringbah Oval"
9,21/06/2026,15:00,O35B,"GEOR O35B",-,-,"STPA O35B",PUBLISHED,"Oyster Bay 1"
9,21/06/2026,11:20,O35B,"MIRA O35B-2",-,-,"MIRA O35B-1",PUBLISHED,"Seymour Shaw 2"
9,21/06/2026,13:00,O35B,"MENA O35B",-,-,"KIRR O35B",PUBLISHED,"Buckle 2"
10,05/06/2026,19:00,O35B,"MIRA O35B-1",3,3,"GEOR O35B",PLAYED,"Seymour Shaw 2"
10,07/06/2026,13:10,O35B,"STPA O35B",1,4,"GPOI O35B",PLAYED,"Forest Road"
10,07/06/2026,10:00,O35B,"KIRR O35B",2,0,"MIRA O35B-2",PLAYED,"Kareela 3"
10,07/06/2026,11:20,O35B,"MENA O35B",2,6,"NCAR O35B",PLAYED,"Buckle 2"
11,14/06/2026,09:40,O35B,"NCAR O35B",2,0,"STPA O35B",PLAYED,"North Caringbah Oval"
11,14/06/2026,11:20,O35B,"GPOI O35B",1,0,"MIRA O35B-1",PLAYED,"Grays Point Oval 1"
11,14/06/2026,09:40,O35B,"GEOR O35B",7,0,"KIRR O35B",PLAYED,"Ridge 2"
11,14/06/2026,11:20,O35B,"MIRA O35B-2",3,0,"MENA O35B","<span class='text-red-600'>FORFEITED</span>","Seymour Shaw 2"
12,28/06/2026,11:20,O35B,"MENA O35B",-,-,"GEOR O35B",PUBLISHED,"Buckle 2"
12,28/06/2026,10:00,O35B,"KIRR O35B",-,-,"GPOI O35B",PUBLISHED,"Kareela 3"
12,28/06/2026,13:00,O35B,"MIRA O35B-1",-,-,"STPA O35B",PUBLISHED,"Seymour Shaw 2"
12,28/06/2026,11:20,O35B,"MIRA O35B-2",-,-,"NCAR O35B",PUBLISHED,"Solander 1"
13,05/07/2026,08:10,O35B,"NCAR O35B",-,-,"MIRA O35B-1",PUBLISHED,"North Caringbah Oval"
13,05/07/2026,11:30,O35B,"STPA O35B",-,-,"KIRR O35B",PUBLISHED,"Forest Road"
13,05/07/2026,13:20,O35B,"GPOI O35B",-,-,"MENA O35B",PUBLISHED,"Grays Point Oval 1"
13,05/07/2026,15:00,O35B,"GEOR O35B",-,-,"MIRA O35B-2",PUBLISHED,"Oyster Bay 2"
14,12/07/2026,08:20,O35B,"NCAR O35B",-,-,"GEOR O35B",PUBLISHED,"North Caringbah Oval"
14,12/07/2026,09:40,O35B,"MIRA O35B-2",-,-,"GPOI O35B",PUBLISHED,"Seymour Shaw 2"
14,12/07/2026,11:20,O35B,"MENA O35B",-,-,"STPA O35B",PUBLISHED,"Buckle 2"
14,12/07/2026,10:00,O35B,"KIRR O35B",-,-,"MIRA O35B-1",PUBLISHED,"Kareela 3"
1,29/03/2026,13:20,AM09,"KIRR AM09-2",3,1,"BBAY AM09-1",PLAYED,"Kareela 3"
1,29/03/2026,14:50,AM09,"EEAG AM09",5,0,"BBAY AM09-2",PLAYED,"Anzac 2"
1,29/03/2026,15:00,AM09,"KIRR AM09-1",4,1,"LIPI AM09",PLAYED,"Kareela 3"
1,29/03/2026,15:00,AM09,"COMO AM09",1,3,"CSEA AM09",PLAYED,"Jannali 2"
1,29/03/2026,13:10,AM09,"NCAR AM09",2,1,"GYME AM09",PLAYED,"North Caringbah Oval"
2,12/04/2026,14:40,AM09,"BBAY AM09-1",5,4,"NCAR AM09",PLAYED,"Ridge 10"
2,12/04/2026,11:40,AM09,"CSEA AM09",4,0,"KIRR AM09-2",PLAYED,"Woolooware 1"
2,12/04/2026,13:00,AM09,"LIPI AM09",0,1,"COMO AM09",PLAYED,"Greenhills 1"
2,12/04/2026,13:00,AM09,"BBAY AM09-2",2,5,"KIRR AM09-1",PLAYED,"Ridge 10"
2,12/04/2026,13:20,AM09,"GYME AM09",1,3,"EEAG AM09",PLAYED,"Gymea Bay 2"
3,19/04/2026,13:20,AM09,"KIRR AM09-2",3,1,"LIPI AM09",PLAYED,"Kareela 4"
3,19/04/2026,13:00,AM09,"BBAY AM09-1",2,1,"CSEA AM09",PLAYED,"Lakewood 1"
3,19/04/2026,15:00,AM09,"KIRR AM09-1",1,0,"GYME AM09",PLAYED,"Kareela 4"
3,19/04/2026,11:40,AM09,"COMO AM09",2,1,"BBAY AM09-2",PLAYED,"Jannali 2"
3,19/04/2026,11:40,AM09,"NCAR AM09",0,1,"EEAG AM09",PLAYED,"Kareela 4"
4,26/04/2026,10:00,AM09,"CSEA AM09",5,5,"NCAR AM09",PLAYED,"5 Sports Caringbah"
4,26/04/2026,11:20,AM09,"LIPI AM09",1,2,"BBAY AM09-1",PLAYED,"Greenhills 1"
4,26/04/2026,13:30,AM09,"BBAY AM09-2",1,8,"KIRR AM09-2",PLAYED,"Ridge 10"
4,26/04/2026,15:00,AM09,"GYME AM09",0,2,"COMO AM09",PLAYED,"Gymea Bay 2"
4,26/04/2026,14:50,AM09,"EEAG AM09",5,3,"KIRR AM09-1",PLAYED,"Anzac 2"
5,03/05/2026,13:20,AM09,"KIRR AM09-2",2,0,"GYME AM09",PLAYED,"Kareela 4"
5,03/05/2026,13:00,AM09,"BBAY AM09-1",1,0,"BBAY AM09-2",PLAYED,"Lakewood 1"
5,03/05/2026,08:20,AM09,"CSEA AM09",3,4,"LIPI AM09",PLAYED,"5 Sports Caringbah"
5,03/05/2026,10:00,AM09,"COMO AM09",0,1,"EEAG AM09",PLAYED,"Jannali 1"
5,03/05/2026,11:40,AM09,"NCAR AM09",2,3,"KIRR AM09-1",PLAYED,"Box Road 3"
6,10/05/2026,09:40,AM09,"LIPI AM09",1,6,"NCAR AM09",PLAYED,"Greenhills 1"
6,10/05/2026,11:20,AM09,"BBAY AM09-2",2,0,"CSEA AM09",PLAYED,"Lakewood 1"
6,10/05/2026,15:00,AM09,"GYME AM09",1,3,"BBAY AM09-1",PLAYED,"Gymea Bay 2"
6,10/05/2026,14:50,AM09,"EEAG AM09",2,0,"KIRR AM09-2",PLAYED,"Anzac 2"
6,10/05/2026,15:00,AM09,"KIRR AM09-1",4,1,"COMO AM09",PLAYED,"Kareela 4"
7,17/05/2026,16:40,AM09,"KIRR AM09-2",3,3,"KIRR AM09-1",PLAYED,"Kareela 4"
7,17/05/2026,14:40,AM09,"BBAY AM09-1",0,3,"EEAG AM09",PLAYED,"Ridge 10"
7,17/05/2026,11:40,AM09,"CSEA AM09",4,1,"GYME AM09",PLAYED,"Tonkin Oval"
7,17/05/2026,08:00,AM09,"LIPI AM09",2,0,"BBAY AM09-2",PLAYED,"Greenhills 1"
7,17/05/2026,10:00,AM09,"NCAR AM09",2,2,"COMO AM09",PLAYED,"Tonkin Oval"
8,24/05/2026,14:40,AM09,"BBAY AM09-2",1,3,"NCAR AM09",PLAYED,"Ridge 10"
8,24/05/2026,15:00,AM09,"GYME AM09",2,3,"LIPI AM09",PLAYED,"Kareela 2"
8,24/05/2026,14:50,AM09,"EEAG AM09",3,1,"CSEA AM09",PLAYED,"Anzac 2"
8,24/05/2026,13:20,AM09,"KIRR AM09-1",0,3,"BBAY AM09-1",PLAYED,"Kareela 4"
8,24/05/2026,15:00,AM09,"COMO AM09",1,4,"KIRR AM09-2",PLAYED,"Jannali 2"
9,21/06/2026,13:20,AM09,"KIRR AM09-2",-,-,"NCAR AM09",PUBLISHED,"Kareela 4"
9,21/06/2026,11:20,AM09,"BBAY AM09-1",-,-,"COMO AM09",PUBLISHED,"Lakewood 1"
9,21/06/2026,08:20,AM09,"CSEA AM09",-,-,"KIRR AM09-1",PUBLISHED,"5 Sports Caringbah"
9,21/06/2026,09:40,AM09,"LIPI AM09",-,-,"EEAG AM09",PUBLISHED,"Lilli Pilli Oval"
9,21/06/2026,13:00,AM09,"BBAY AM09-2",-,-,"GYME AM09",PUBLISHED,"Lakewood 1"
10,07/06/2026,11:20,AM09,"BBAY AM09-1",3,2,"KIRR AM09-2",PLAYED,"Ridge 10"
10,07/06/2026,13:00,AM09,"BBAY AM09-2",0,6,"EEAG AM09",PLAYED,"Lakewood 1"
10,07/06/2026,10:00,AM09,"LIPI AM09",2,1,"KIRR AM09-1",PLAYED,"Glenn McGrath Oval"
10,07/06/2026,10:00,AM09,"CSEA AM09",2,2,"COMO AM09",PLAYED,"Woolooware 1"
10,07/06/2026,15:00,AM09,"GYME AM09",2,2,"NCAR AM09",PLAYED,"Gymea Bay 2"
11,14/06/2026,11:20,AM09,"NCAR AM09",2,3,"BBAY AM09-1",PLAYED,"Box Road 3"
11,14/06/2026,11:20,AM09,"KIRR AM09-2",1,2,"CSEA AM09",PLAYED,"Kareela 3"
11,14/06/2026,11:20,AM09,"COMO AM09",2,3,"LIPI AM09",PLAYED,"Solander 3"
11,14/06/2026,11:20,AM09,"KIRR AM09-1",0,0,"BBAY AM09-2",PLAYED,"Ridge 2"
11,14/06/2026,11:20,AM09,"EEAG AM09",4,1,"GYME AM09",PLAYED,"Anzac 2"
12,28/06/2026,11:20,AM09,"LIPI AM09",-,-,"KIRR AM09-2",PUBLISHED,"Lilli Pilli Oval"
12,28/06/2026,10:00,AM09,"CSEA AM09",-,-,"BBAY AM09-1",PUBLISHED,"Woolooware 1"
12,28/06/2026,11:40,AM09,"GYME AM09",-,-,"KIRR AM09-1",PUBLISHED,"Kareela 2"
12,28/06/2026,13:20,AM09,"BBAY AM09-2",-,-,"COMO AM09",PUBLISHED,"Ridge 10"
12,28/06/2026,14:50,AM09,"EEAG AM09",-,-,"NCAR AM09",PUBLISHED,"Anzac 2"
13,05/07/2026,11:30,AM09,"NCAR AM09",-,-,"CSEA AM09",PUBLISHED,"North Caringbah Oval"
13,05/07/2026,13:00,AM09,"BBAY AM09-1",-,-,"LIPI AM09",PUBLISHED,"Lakewood 1"
13,05/07/2026,13:20,AM09,"KIRR AM09-2",-,-,"BBAY AM09-2",PUBLISHED,"Kareela 4"
13,05/07/2026,13:20,AM09,"COMO AM09",-,-,"GYME AM09",PUBLISHED,"Jannali 2"
